"""My chest hurts"" Hoodie",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617455679&affcode=basztal,7,(1+ colorways),"3,5/10",looks better then others hoodie but still poly,CellImage
"""FLOOR"" Hoodie",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620362320&affcode=basztal,8,(3+ colorways),Wed Apr 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,
"""Peaceandwar"" Hoodie",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617400265&affcode=basztal,6,(1+ colorways),"3,5/10",mid,CellImage
"""FLOOR"" Hoodie",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620362320&affcode=basztal,8,(3+ colorways),Sun Mar 09 2025 23:00:00 GMT+0100 (Central European Standard Time),100% Poly,CellImage
Forget Traven'' Hoodie,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620329384&affcode=basztal,7,(6+ colorways),Sun Mar 09 2025 23:00:00 GMT+0100 (Central European Standard Time),,CellImage
POLO SHIRTS,,,,,,,
Demise'' Polo Shirt,CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620324826&affcode=basztal,5,(1+ colorways),"4,5/10",mid,CellImage
"""Music Heals Me"" Polo Shirt",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617439845&affcode=basztal,7,(1+ colorways),"4,5/10",95% Poly and 5% Spandex,CellImage
"""Feel the embrace'' Polo Shirt",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620382206&affcode=basztal,6,(2+ colorways),Wed Apr 09 2025 23:00:00 GMT+0200 (Central European Summer Time),mid = 95% poly,CellImage
"They adore you"" Polo Shirt",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7620382206&affcode=basztal,6,(2+ colorways),Wed Apr 09 2025 23:00:00 GMT+0200 (Central European Summer Time),,CellImage
PANTS,,,,,,,
"""F&ck Nudes"" Sweatpants",CellImage,https://www.kakobuy.com/item/details?url=https%3A%2F%2Fweidian.com%2Fitem.html%3FitemID%3D7617414145&affcode=basztal,8,(1+ colorways),Fri May 09 2025 23:00:00 GMT+0200 (Central European Summer Time),100% poly ...,CellImage
